,caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
2472,336195430,1.216140249051,Definitely not the rightful winner,Not legitimate at all,,1998,22,18 - 24,Male,Separated,Permanently disabled,"Less than $10,000",Republican,Strong Republican,Did not vote for President,85716,Arizona,Very conservative,Did not graduate from high school,No,White,Yes,Don't know,Something else,Seldom,No,Very important,Never,13
2473,195064777,1.10000615155615,Definitely the rightful winner,Not very legitimate,Joe Biden,1968,52,45 - 54,Male,Never married,Permanently disabled,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,28306,North Carolina,Slightly conservative,High school diploma or the equivalent (GED),No,Black or African American,Yes,Only now and then,Nothing in particular,Don't know,No,Somewhat important,A few times a week,13
2474,203581129,0.421442813116256,Definitely the rightful winner,Entirely legitimate,Someone else,1991,29,25 - 34,Male,Married,Part-time,Prefer not to say,Republican,Strong Republican,Evan McMullin,80103,Colorado,Very conservative,Associate's degree,No,White,Yes,Some of the time,Something else,Once or twice a month,No,Very important,Several times a day,13
2475,157622800,0.961119261395815,Definitely the rightful winner,Entirely legitimate,Joe Biden,1966,54,45 - 54,Female,Never married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,33193,Florida,Somewhat liberal,Some college,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,13
2476,162331132,1.11673910117416,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1987,33,25 - 34,Female,Married,Student,"$60,000 - $69,999",Republican,Not very strong Republican,Donald Trump,39465,Mississippi,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Hardly at all,Protestant,More than once a week,Yes,Very important,A few times a week,13
2477,363551122,0.840468888458088,Definitely the rightful winner,Entirely legitimate,Donald Trump,2002,18,18 - 24,Male,Never married,Part-time,"$120,000 - $149,999",Republican,Strong Republican,,99301,Washington,Very conservative,Some college,No,White,No,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
2478,34166659,0.91798497927212,Probably the rightful winner,Somewhat legitimate,Joe Biden,1966,54,45 - 54,Female,Domestic / civil partnership,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,53716,Wisconsin,Very liberal,Bachelor's degree,No,White,Yes,Some of the time,Buddhist,Never,No,Not too important,Never,13
2479,56987878,1.56978250459702,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Female,Married,Homemaker,"$70,000 - $79,999",Democrat,Not very strong Democrat,Did not vote for President,7011,New Jersey,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Nothing in particular,Never,No,Very important,Several times a day,13
2480,224248552,1.05813052113895,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Married,Full-time,"$350,000 - $499,999",Democrat,Strong Democrat,Hillary Clinton,98105,Washington,Very liberal,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Once a week,No,Very important,A few times a week,13
2481,186541516,0.759862756166472,Definitely the rightful winner,Entirely legitimate,Joe Biden,1964,56,55 - 64,Female,Widowed,Permanently disabled,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,81501,Colorado,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,Hardly at all,Nothing in particular,A few times a year,No,Very important,Several times a day,13
2482,66801274,1.10189649783883,Definitely the rightful winner,Entirely legitimate,Joe Biden,1974,46,45 - 54,Female,Married,Homemaker,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,72903,Arkansas,Moderate; middle of the road,Some college,No,White,Yes,Most of the time,Nothing in particular,Seldom,Yes,Somewhat important,A few times a month,13
2483,173763058,0.857309023432446,Probably the rightful winner,Somewhat legitimate,Donald Trump,1987,33,25 - 34,Female,Married,Homemaker,"$20,000 - $29,999",Republican,Strong Republican,Did not vote for President,30132,Georgia,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a month,13
2484,327941386,0.809489243872544,Definitely the rightful winner,Entirely legitimate,Joe Biden,1988,32,25 - 34,Male,Never married,Part-time,"$30,000 - $39,999",Independent,Lean Democrat,Hillary Clinton,90505,California,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Agnostic,Never,No,Not at all important,Never,13
2485,413358034,0.962559376276152,Definitely the rightful winner,Entirely legitimate,Joe Biden,1955,65,65 - 74,Female,Married,Retired,"$200,000 - $249,999",Democrat,Strong Democrat,Hillary Clinton,18963,Pennsylvania,Very liberal,Master's degree,No,White,Yes,Most of the time,Roman Catholic,Never,No,Not at all important,Never,13
2486,196636006,0.785045488942731,Definitely the rightful winner,Entirely legitimate,Joe Biden,1974,46,45 - 54,Male,Married,Full-time,"$80,000 - $99,999",Democrat,Not very strong Democrat,Hillary Clinton,63110,Missouri,Slightly liberal,Professional or doctorate degree,No,White,Yes,Some of the time,Agnostic,Never,No,Not at all important,Never,13
2487,360132418,0.474458493519525,Probably the rightful winner,Entirely legitimate,Someone else,1969,51,45 - 54,Male,Never married,Unemployed,"Less than $10,000",Independent,Independent,Other,8901,New Jersey,Very conservative,High school diploma or the equivalent (GED),No,Black or African American,Yes,Only now and then,Protestant,Never,Yes,Very important,A few times a week,13
2488,159813073,0.495843901395549,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Female,Domestic / civil partnership,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,97006,Oregon,Very liberal,Master's degree,No,American Indian or Alaska Native,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,13
2489,175833853,1.02814935732501,Definitely the rightful winner,Entirely legitimate,Joe Biden,1973,47,45 - 54,Male,Divorced,Full-time,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,10025,New York,Somewhat liberal,Professional or doctorate degree,No,White,Yes,Most of the time,Nothing in particular,Seldom,No,Not too important,Don't know,13
2490,223294588,0.898816526629646,Definitely the rightful winner,Entirely legitimate,Someone else,1990,30,25 - 34,Male,Never married,Full-time,"$50,000 - $59,999",Independent,Independent,Did not vote for President,66743,Kansas,Very liberal,Some college,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Never,13
2491,33831727,1.03290407882899,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1980,40,35 - 44,Male,Married,Full-time,"$100,000 - $119,999",Republican,Strong Republican,Donald Trump,33143,Florida,Very conservative,Bachelor's degree,Yes,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Once a day,13
2492,36606538,0.964873373635424,Probably not the rightful winner,Not very legitimate,Donald Trump,1962,58,55 - 64,Male,Married,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Did not vote for President,83651,Idaho,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Nothing in particular,Never,No,Not too important,Seldom,13
2493,197831911,0.776937299356612,Definitely the rightful winner,Entirely legitimate,Joe Biden,1990,30,25 - 34,Female,Domestic / civil partnership,Other,"$60,000 - $69,999",Democrat,Strong Democrat,Did not vote for President,53223,Wisconsin,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Protestant,Seldom,No,Somewhat important,A few times a week,13
2494,202383847,0.952010879862631,Definitely not the rightful winner,Not very legitimate,Donald Trump,1983,37,35 - 44,Female,Married,Full-time,"$100,000 - $119,999",Independent,Independent,Did not vote for President,32060,Florida,Somewhat liberal,Associate's degree,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not too important,Once a week,13
2495,120649195,0.952010879862631,Definitely the rightful winner,Entirely legitimate,Joe Biden,1979,41,35 - 44,Female,Married,Homemaker,Prefer not to say,Independent,Independent,Did not vote for President,27604,North Carolina,Moderate; middle of the road,Associate's degree,No,White,Yes,Most of the time,Protestant,Never,Yes,Somewhat important,Several times a day,13
2496,414996166,1.19460654326367,Probably not the rightful winner,Not very legitimate,Donald Trump,1959,61,55 - 64,Male,Married,Full-time,"$200,000 - $249,999",Republican,Strong Republican,Donald Trump,18964,Pennsylvania,Somewhat conservative,Master's degree,No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Once a day,13
2497,223399381,0.807313029392789,Probably not the rightful winner,Not very legitimate,Donald Trump,1991,29,25 - 34,Male,Married,Full-time,"$100,000 - $119,999",Democrat,Not very strong Democrat,Hillary Clinton,11219,New York,Moderate; middle of the road,Associate's degree,No,White,Yes,Some of the time,Jewish,More than once a week,No,Very important,Several times a day,13
2498,67477429,1.17989216228914,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1965,55,55 - 64,Female,Married,Homemaker,"$40,000 - $49,999",Republican,Not very strong Republican,Donald Trump,46303,Indiana,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Nothing in particular,Never,No,Somewhat important,Once a day,13
2499,208799743,1.00339227261146,Definitely the rightful winner,Entirely legitimate,Joe Biden,1973,47,45 - 54,Male,Married,Homemaker,Prefer not to say,Independent,Independent,Hillary Clinton,37920,Tennessee,Moderate; middle of the road,Master's degree,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,A few times a month,13
2500,206694799,0.738247541788968,Definitely the rightful winner,Entirely legitimate,Joe Biden,1976,44,35 - 44,Female,Married,Full-time,"$250,000 - $349,999",Democrat,Strong Democrat,Hillary Clinton,97116,Oregon,Very liberal,Some college,No,White,Yes,Most of the time,Something else,A few times a year,No,Somewhat important,A few times a week,13
2501,222999412,0.936599209862715,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1981,39,35 - 44,Male,Married,Full-time,"$120,000 - $149,999",Independent,Independent,Did not vote for President,55128,Minnesota,Slightly conservative,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
2502,220722622,0.955283038010394,Definitely the rightful winner,Entirely legitimate,Joe Biden,1987,33,25 - 34,Male,Married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,90232,California,Somewhat liberal,Professional or doctorate degree,No,Multi-racial,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
2503,208724605,1.09226883191981,Definitely the rightful winner,Entirely legitimate,Joe Biden,1974,46,45 - 54,Male,Widowed,Permanently disabled,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,18603,Pennsylvania,Somewhat liberal,Some college,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
2504,215158642,0.800605738938987,Definitely the rightful winner,Entirely legitimate,Joe Biden,1990,30,25 - 34,Male,Never married,Unemployed,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,15701,Pennsylvania,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Atheist,Never,No,Not at all important,Never,13
2505,200565460,0.952010879862631,Definitely the rightful winner,Entirely legitimate,Joe Biden,1989,31,25 - 34,Female,Never married,Homemaker,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,41014,Kentucky,Moderate; middle of the road,Some college,No,White,Yes,Some of the time,Protestant,Never,Yes,Somewhat important,A few times a week,13
2506,401928172,0.957958174325375,Probably not the rightful winner,Not very legitimate,Donald Trump,1956,64,55 - 64,Female,Divorced,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Hillary Clinton,43701,Ohio,Moderate; middle of the road,Some college,No,White,Yes,Most of the time,Nothing in particular,More than once a week,No,Very important,Several times a day,13
2507,195649789,1.02189810094754,Definitely the rightful winner,Entirely legitimate,Joe Biden,1989,31,25 - 34,Male,Never married,Full-time,"$40,000 - $49,999",Democrat,Not very strong Democrat,Did not vote for President,19462,Pennsylvania,Slightly liberal,Bachelor's degree,No,Asian/Pacific Islander,Yes,Most of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a month,13
2508,33721438,0.764701157922805,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1978,42,35 - 44,Female,Never married,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Did not vote for President,71075,Louisiana,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Something else,Seldom,No,Very important,Once a day,13
2509,171747985,1.21372168970967,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1973,47,45 - 54,Male,Divorced,Full-time,"$40,000 - $49,999",Independent,Independent,Donald Trump,80003,Colorado,Moderate; middle of the road,Professional or doctorate degree,No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Not too important,Several times a day,13
2510,151179520,1.02905252859837,Definitely the rightful winner,Entirely legitimate,Joe Biden,1978,42,35 - 44,Female,Married,Full-time,"$200,000 - $249,999",Republican,Not very strong Republican,Hillary Clinton,32751,Florida,Slightly conservative,Professional or doctorate degree,No,White,Yes,Most of the time,Jewish,Seldom,No,Not at all important,Once a week,13
2511,431772154,1.05813052113895,Definitely the rightful winner,Entirely legitimate,Joe Biden,1991,29,25 - 34,Female,Never married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,6492,Connecticut,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
2512,217928257,0.816461135512832,Probably the rightful winner,Not very legitimate,,1995,25,25 - 34,Male,Never married,Full-time,"$40,000 - $49,999",Republican,Not very strong Republican,Did not vote for President,80246,Colorado,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,No,Hardly at all,Jewish,Seldom,Yes,Not too important,Once a week,13
2513,302177662,0.781994109868948,Definitely the rightful winner,Entirely legitimate,Joe Biden,1975,45,45 - 54,Female,Married,Full-time,"$80,000 - $99,999",Democrat,Not very strong Democrat,Did not vote for President,11379,New York,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,White,Yes,Don't know,Nothing in particular,Seldom,No,Very important,A few times a week,13
2514,194764888,0.898816526629646,Definitely not the rightful winner,Not very legitimate,,1986,34,25 - 34,Male,Never married,Full-time,"$40,000 - $49,999",Independent,Independent,Did not vote for President,58104,North Dakota,Moderate; middle of the road,Some college,No,White,Yes,Most of the time,Buddhist,Never,No,Not too important,Once a day,13
2515,191873545,3.34124691301873,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Male,Never married,Full-time,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,11238,New York,Very conservative,Did not graduate from high school,No,Hispanic/Latino/Chicano/a,Yes,Don't know,Roman Catholic,Never,Yes,Very important,Never,13
2516,168032623,1.43534113248541,Probably not the rightful winner,Not very legitimate,Donald Trump,1970,50,45 - 54,Female,Married,Full-time,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,19082,Pennsylvania,Very conservative,Some college,No,White,Yes,Only now and then,Roman Catholic,Once a week,No,Very important,Several times a day,13
2517,219455659,0.96575412735746,Probably the rightful winner,Somewhat legitimate,Donald Trump,1991,29,25 - 34,Male,Married,Full-time,"$100,000 - $119,999",Republican,Strong Republican,Did not vote for President,92532,California,Somewhat conservative,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Once a day,13
2518,172603147,1.17989216228914,Probably not the rightful winner,Not very legitimate,Donald Trump,1958,62,55 - 64,Female,Married,Full-time,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,49008,Michigan,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
2519,143978524,1.02024595364704,Probably the rightful winner,Somewhat legitimate,Someone else,1966,54,45 - 54,Male,Married,Full-time,"$50,000 - $59,999",Other,Lean Republican,Did not vote for President,54140,Wisconsin,Moderate; middle of the road,Some college,No,White,Yes,Most of the time,Something else,Seldom,No,Very important,Several times a day,13
2520,186123691,1.22528004086816,Probably the rightful winner,Not very legitimate,Donald Trump,1971,49,45 - 54,Female,Married,Unemployed,"$100,000 - $119,999",Republican,Strong Republican,Donald Trump,45440,Ohio,Very conservative,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not too important,A few times a month,13
2521,195669562,0.921294358328178,Definitely the rightful winner,Entirely legitimate,Joe Biden,1964,56,55 - 64,Female,Married,Full-time,"$80,000 - $99,999",Independent,Lean Democrat,Hillary Clinton,91387,California,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
2522,36602848,0.817430828971743,Definitely the rightful winner,Entirely legitimate,Joe Biden,1929,91,85 or older,Female,Married,Retired,"$30,000 - $39,999",Democrat,Not very strong Democrat,Hillary Clinton,50158,Iowa,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Somewhat important,Several times a day,13
2523,122157079,0.968631343861928,Definitely the rightful winner,Entirely legitimate,Joe Biden,1940,80,75 - 84,Female,Divorced,Unemployed,"$40,000 - $49,999",Republican,Not very strong Republican,Hillary Clinton,55305,Minnesota,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Some of the time,Protestant,Once or twice a month,No,Very important,Several times a day,13
2524,206938693,1.13043637323693,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1976,44,35 - 44,Female,Married,Homemaker,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,46385,Indiana,Very conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
2525,213377323,1.02272832552888,Definitely the rightful winner,Entirely legitimate,,1992,28,25 - 34,Female,Married,Homemaker,"$70,000 - $79,999",Independent,Lean Republican,Did not vote for President,54901,Illinois,Slightly conservative,Associate's degree,No,Asian/Pacific Islander,Yes,Some of the time,Something else,Once a week,Yes,Very important,Once a day,13
2526,194980327,1.78911819791853,Definitely the rightful winner,Entirely legitimate,,1995,25,25 - 34,Female,Married,Full-time,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,80015,Colorado,Very conservative,Did not graduate from high school,No,Black or African American,Yes,Some of the time,Protestant,More than once a week,Yes,Very important,Once a day,13
2527,207061897,0.980268912569663,Definitely the rightful winner,Entirely legitimate,Joe Biden,1956,64,55 - 64,Female,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,15767,Pennsylvania,Very liberal,Associate's degree,No,White,Yes,Some of the time,Protestant,Seldom,Yes,Very important,A few times a week,13
2528,6495151,1.32362352166969,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1971,49,45 - 54,Male,Married,Full-time,"$80,000 - $99,999",Independent,Lean Republican,Donald Trump,46952,Indiana,Somewhat conservative,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,A few times a week,13
2529,176646469,0.533160654237506,Definitely the rightful winner,Entirely legitimate,Joe Biden,1995,25,25 - 34,Female,Married,Full-time,"$100,000 - $119,999",Independent,Lean Republican,Gary Johnson,75007,Texas,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Some of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
2530,196332106,1.09494675235484,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1997,23,18 - 24,Male,Never married,Student,"$80,000 - $99,999",Republican,Not very strong Republican,Donald Trump,92562,California,Very conservative,Some college,No,Asian/Pacific Islander,Yes,Some of the time,Nothing in particular,Once a week,Yes,Very important,Don't know,13
2531,155044957,0.986009650715755,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Male,Never married,Part-time,"$10,000 - $19,999",Republican,Strong Republican,Did not vote for President,19428,Pennsylvania,Somewhat conservative,Some college,No,White,Yes,Only now and then,Roman Catholic,A few times a year,No,Somewhat important,Seldom,13
2532,37884880,0.853830665451112,Definitely the rightful winner,Entirely legitimate,Joe Biden,1969,51,45 - 54,Female,Married,Full-time,"$150,000 - $199,999",Independent,Lean Democrat,Hillary Clinton,69101,Nebraska,Very liberal,Master's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Once a day,13
2533,208991374,0.972480890667843,Definitely the rightful winner,Entirely legitimate,Joe Biden,1969,51,45 - 54,Male,Married,Full-time,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,7834,New Jersey,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
2534,401934544,1.16130980385897,Probably the rightful winner,Not very legitimate,Donald Trump,1967,53,45 - 54,Female,Married,Full-time,Prefer not to say,Not sure,Independent,Donald Trump,34238,Florida,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Nothing in particular,Don't know,No,Very important,Don't know,13
2535,122523760,1.17989216228914,Definitely not the rightful winner,Not very legitimate,Donald Trump,1960,60,55 - 64,Female,Domestic / civil partnership,Part-time,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,46385,Indiana,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Something else,Never,No,Not too important,Don't know,13
2536,201109798,1.07388202523208,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1946,74,65 - 74,Female,Married,Retired,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,12524,New York,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,No,Very important,Once a day,13
2537,140531434,1.11258810630399,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1943,77,75 - 84,Female,Widowed,Retired,"$20,000 - $29,999",Independent,Independent,Donald Trump,97530,Oregon,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Roman Catholic,Never,No,Very important,Several times a day,13
2538,180080545,1.30223242675506,Probably the rightful winner,Not very legitimate,Someone else,1966,54,45 - 54,Male,Domestic / civil partnership,Permanently disabled,"$50,000 - $59,999",Other,Independent,Did not vote for President,44504,Ohio,Very liberal,Some college,No,Multi-racial,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
2539,402449104,0.556517363663696,Definitely not the rightful winner,Entirely legitimate,,1976,44,35 - 44,Male,Married,Part-time,"$40,000 - $49,999",Not sure,Not sure,Did not vote for President,91912,California,Moderate; middle of the road,Some college,Yes,Hispanic/Latino/Chicano/a,No,Don't know,Roman Catholic,Once or twice a month,Yes,Somewhat important,A few times a week,13
2540,359110414,1.08046540652652,Definitely the rightful winner,Entirely legitimate,Donald Trump,1980,40,35 - 44,Male,Married,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,84028,Utah,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,More than once a week,No,Very important,A few times a week,13
2541,433229722,0.986009650715755,Probably the rightful winner,Somewhat legitimate,Donald Trump,1986,34,25 - 34,Male,Never married,Part-time,"Less than $10,000",Independent,Lean Republican,,8723,New Jersey,Slightly conservative,Some college,No,White,Yes,Hardly at all,Nothing in particular,Once or twice a month,Yes,Very important,A few times a week,13
2542,326813992,1.05787198908298,Definitely the rightful winner,Entirely legitimate,,2000,20,18 - 24,Male,Never married,Student,"$100,000 - $119,999",Independent,Lean Democrat,Did not vote for President,8854,New Jersey,Slightly conservative,Some college,No,Asian/Pacific Islander,No,Most of the time,Hindu,Once or twice a month,No,Somewhat important,Once a day,13
2543,179722585,0.848072757864238,Definitely not the rightful winner,Not legitimate at all,,1990,30,25 - 34,Female,Never married,Temporarily laid off,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,88220,New Mexico,Somewhat liberal,Associate's degree,No,White,Yes,Some of the time,Nothing in particular,Seldom,Yes,Somewhat important,A few times a week,13
2544,148165258,0.764701157922805,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Female,Divorced,Permanently disabled,"$10,000 - $19,999",Independent,Lean Democrat,Did not vote for President,32218,Florida,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Agnostic,Never,No,Not at all important,Never,13
2545,223427341,1.216140249051,Definitely the rightful winner,Entirely legitimate,Joe Biden,1997,23,18 - 24,Male,Never married,Unemployed,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,85281,Arizona,Somewhat liberal,Did not graduate from high school,No,White,No,Most of the time,Atheist,Never,No,Not at all important,Never,13
2546,150594475,0.746287713210358,Definitely the rightful winner,Entirely legitimate,Joe Biden,1986,34,25 - 34,Female,Married,Full-time,"$80,000 - $99,999",Independent,Lean Democrat,Hillary Clinton,3868,New Hampshire,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Nothing in particular,Never,No,Very important,Several times a day,13
2547,405249850,0.980268912569663,Definitely the rightful winner,Entirely legitimate,Joe Biden,1971,49,45 - 54,Female,Divorced,Unemployed,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,47303,Indiana,Moderate; middle of the road,Some college,No,White,Yes,Only now and then,Buddhist,Seldom,No,Not too important,Once a day,13
2548,185606359,1.03797952435002,Definitely the rightful winner,Entirely legitimate,Joe Biden,1954,66,65 - 74,Male,Divorced,Retired,"$100,000 - $119,999",Republican,Not very strong Republican,Hillary Clinton,92823,California,Somewhat conservative,Bachelor's degree,No,Asian/Pacific Islander,Yes,Most of the time,Something else,Once a week,Yes,Very important,Several times a day,13
2549,372375406,0.854478029655259,Definitely the rightful winner,Entirely legitimate,Joe Biden,1966,54,45 - 54,Female,Divorced,Retired,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,97031,Oregon,Very liberal,Associate's degree,No,White,Yes,Some of the time,Protestant,A few times a year,No,Somewhat important,A few times a month,13
2550,144749260,1.07536363590763,Definitely the rightful winner,Entirely legitimate,Joe Biden,1964,56,55 - 64,Female,Divorced,Permanently disabled,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,36572,Alabama,Somewhat liberal,Associate's degree,No,White,Yes,Only now and then,Protestant,Seldom,Yes,Very important,Several times a day,13
2551,201918511,1.43534113248541,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1966,54,45 - 54,Female,Married,Part-time,"$60,000 - $69,999",Independent,Independent,Donald Trump,33573,Florida,Moderate; middle of the road,Associate's degree,No,White,Yes,Some of the time,Nothing in particular,A few times a year,No,Somewhat important,Once a day,13
2552,63286279,1.2039327269154,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1951,69,65 - 74,Female,Widowed,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,30566,Georgia,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,13
2553,320533552,1.1964222992362,Probably not the rightful winner,Somewhat legitimate,Donald Trump,1980,40,35 - 44,Male,Married,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Donald Trump,10013,New York,Slightly conservative,Bachelor's degree,No,White,Yes,Some of the time,Roman Catholic,Once a week,Yes,Somewhat important,Once a week,13
2554,213209689,0.50147164269493,Probably the rightful winner,Somewhat legitimate,Donald Trump,1968,52,45 - 54,Male,Married,Full-time,"$150,000 - $199,999",Independent,Independent,Other,98541,Washington,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Some of the time,Nothing in particular,A few times a year,No,Not too important,Seldom,13
2555,423309280,1.19440650281893,Probably the rightful winner,Entirely legitimate,,1993,27,25 - 34,Female,Never married,Full-time,"$60,000 - $69,999",Independent,Lean Republican,Did not vote for President,2766,Massachusetts,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Hardly at all,Protestant,Never,No,Not too important,Seldom,13
