caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,child18,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
201522742,0.70413336160648,Probably not the rightful winner,Somewhat legitimate,,1986,34,25 - 34,Female,Separated,Yes,Temporarily laid off,"Less than $10,000",Independent,Lean Republican,Did not vote for President,92804,California,Slightly conservative,Associate's degree,Yes,American Indian or Alaska Native,Yes,Some of the time,Nothing in particular,Never,No,Very important,Once a week,14
158067163,0.880793037299833,Definitely the rightful winner,Entirely legitimate,Joe Biden,1984,36,35 - 44,Male,Married,Yes,Full-time,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,78749,Texas,Somewhat liberal,Professional or doctorate degree,No,White,Yes,Most of the time,Jewish,Never,No,Not at all important,Never,14
64842754,1.05328993189105,Definitely the rightful winner,Entirely legitimate,Joe Biden,1981,39,35 - 44,Female,Married,Yes,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,49505,Michigan,Very liberal,Master's degree,No,White,Yes,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a month,14
421829548,0.810117071156618,Definitely the rightful winner,Somewhat legitimate,,1999,21,18 - 24,Female,Never married,No,Full-time,Prefer not to say,Independent,Independent,Did not vote for President,27560,North Carolina,Moderate; middle of the road,Associate's degree,No,White,No,Only now and then,Something else,More than once a week,No,Very important,Several times a day,14
208611349,0.737328965333164,Probably the rightful winner,Somewhat legitimate,,1989,31,25 - 34,Female,Never married,Yes,Homemaker,"$50,000 - $59,999",Not sure,Not sure,Did not vote for President,16503,Pennsylvania,Moderate; middle of the road,Associate's degree,No,White,Yes,Hardly at all,Nothing in particular,Never,No,Somewhat important,Once a day,14
431921350,1.41426146868449,Definitely the rightful winner,Entirely legitimate,Joe Biden,2001,19,18 - 24,Female,Never married,No,Part-time,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,2215,Massachusetts,Very liberal,Some college,Yes,Black or African American,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Seldom,14
413265472,1.54356280016253,Definitely the rightful winner,Entirely legitimate,,1998,22,18 - 24,Male,Never married,No,Unemployed,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,28529,North Carolina,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
222725137,1.42216872308027,Probably not the rightful winner,Not very legitimate,Donald Trump,1994,26,25 - 34,Female,Domestic / civil partnership,No,Full-time,"Less than $10,000",Republican,Not very strong Republican,Donald Trump,32832,Florida,Somewhat conservative,Associate's degree,Yes,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
47037559,1.32961790700149,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1931,89,85 or older,Female,Widowed,No,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,55421,Minnesota,Somewhat conservative,Some college,No,White,Yes,Most of the time,Protestant,Don't know,Yes,Very important,Several times a day,14
178635835,0.858453583131612,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Never married,No,Unemployed,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,73064,Oklahoma,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Agnostic,Never,No,Not at all important,Seldom,14
459794266,0.80436026735435,Definitely the rightful winner,Entirely legitimate,Joe Biden,1992,28,25 - 34,Female,Never married,No,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,98119,Washington,Somewhat liberal,Master's degree,No,White,Yes,Some of the time,Jewish,Seldom,No,Not at all important,Seldom,14
190392691,0.842551552123792,Definitely the rightful winner,Entirely legitimate,,1999,21,18 - 24,Female,Never married,No,Unemployed,"$50,000 - $59,999",Not sure,Independent,Did not vote for President,78227,Texas,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,Don't know,Roman Catholic,Never,No,Somewhat important,Seldom,14
406266460,0.893289243297088,Probably the rightful winner,Entirely legitimate,,1983,37,35 - 44,Female,Never married,No,Other,Prefer not to say,Independent,Lean Republican,Did not vote for President,28166,Maine,Slightly conservative,Associate's degree,No,American Indian or Alaska Native,No,Don't know,Protestant,Don't know,Yes,Somewhat important,A few times a month,14
446869126,0.616353643881501,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Female,Married,Yes,Homemaker,"$50,000 - $59,999",Independent,Independent,Did not vote for President,87123,New Mexico,Slightly liberal,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Nothing in particular,Never,No,Not at all important,Seldom,14
177170230,0.670011646281358,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Female,Domestic / civil partnership,Yes,Temporarily laid off,"$20,000 - $29,999",Not sure,Independent,Hillary Clinton,93654,California,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Roman Catholic,Never,No,Not too important,Seldom,14
168077896,1.50680583059354,Probably not the rightful winner,Somewhat legitimate,,1991,29,25 - 34,Male,Never married,Yes,Unemployed,"$10,000 - $19,999",Democrat,Not very strong Democrat,Did not vote for President,23602,Virginia,Very liberal,High school diploma or the equivalent (GED),No,Black or African American,Yes,Only now and then,Protestant,A few times a year,No,Somewhat important,Several times a day,14
419419636,0.793746723057456,Definitely the rightful winner,Entirely legitimate,Joe Biden,1998,22,18 - 24,Female,Never married,No,Student,"$500,000 or more",Democrat,Strong Democrat,Did not vote for President,90210,District of Columbia,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Jewish,Seldom,No,Not too important,Don't know,14
202691059,0.838371862206938,Definitely the rightful winner,Entirely legitimate,Joe Biden,1977,43,35 - 44,Female,Separated,No,Temporarily laid off,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,61821,Illinois,Somewhat liberal,Some college,No,White,Yes,Most of the time,Something else,A few times a year,No,Very important,Several times a day,14
200578279,0.300980587341334,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Never married,No,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Gary Johnson,76201,Texas,Very liberal,Associate's degree,No,White,Yes,Most of the time,Nothing in particular,Seldom,No,Not at all important,Once a week,14
163372825,0.273937820780535,Definitely the rightful winner,Entirely legitimate,Joe Biden,1984,36,35 - 44,Female,Never married,No,Other,"$80,000 - $99,999",Independent,Lean Democrat,Other,21122,Maryland,Very liberal,Some college,No,White,Yes,Most of the time,Something else,Never,No,Not at all important,Seldom,14
430040092,1.020369076896,Definitely not the rightful winner,Not legitimate at all,,1998,22,18 - 24,Female,Divorced,Yes,Full-time,Prefer not to say,Independent,Independent,Hillary Clinton,78418,Texas,Slightly liberal,Associate's degree,Yes,Black or African American,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
390171394,1.09293594213008,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1983,37,35 - 44,Male,Never married,No,Full-time,"$150,000 - $199,999",Republican,Strong Republican,Did not vote for President,76226,Texas,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Once or twice a month,Yes,Very important,Several times a day,14
461869516,0.76455203235148,Definitely the rightful winner,Entirely legitimate,Joe Biden,1997,23,18 - 24,Female,Never married,Yes,Full-time,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,4289,Maine,Very liberal,Some college,No,White,Yes,Most of the time,Agnostic,Never,No,Not at all important,Never,14
166015813,0.880793037299833,Definitely the rightful winner,Entirely legitimate,Joe Biden,1989,31,25 - 34,Male,Married,Yes,Full-time,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,10463,New York,Very liberal,Master's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
432756358,0.754435984975632,Definitely the rightful winner,Entirely legitimate,Joe Biden,1979,41,35 - 44,Male,Married,Yes,Full-time,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,48105,Michigan,Very liberal,Master's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
122578483,1.11619328170255,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1929,91,85 or older,Female,Widowed,No,Retired,Prefer not to say,Republican,Strong Republican,Did not vote for President,29928,South Carolina,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Never,No,Not too important,Don't know,14
441769204,1.53610562533917,Definitely the rightful winner,Entirely legitimate,,2002,18,18 - 24,Female,Never married,No,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,20016,District of Columbia,Very liberal,Did not graduate from high school,No,White,No,Some of the time,Nothing in particular,Never,No,Not at all important,Never,14
164496352,2.26311622279217,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1997,23,18 - 24,Male,Never married,No,Unemployed,"Less than $10,000",Republican,Strong Republican,Donald Trump,27288,North Carolina,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Nothing in particular,Seldom,No,Somewhat important,Once a day,14
222898438,0.820160107295852,Definitely the rightful winner,Entirely legitimate,Joe Biden,1986,34,25 - 34,Male,Married,Yes,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,60613,Illinois,Somewhat liberal,Master's degree,No,White,Yes,Most of the time,Jewish,More than once a week,No,Very important,A few times a week,14
451435870,0.657598398637343,Definitely the rightful winner,Entirely legitimate,Joe Biden,2002,18,18 - 24,Female,Domestic / civil partnership,No,Part-time,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,63368,Missouri,Somewhat liberal,Some college,No,White,Yes,Some of the time,Agnostic,Seldom,No,Not too important,Never,14
416468716,0.856578579446977,Probably the rightful winner,Somewhat legitimate,,1988,32,25 - 34,Male,Divorced,No,Unemployed,"Less than $10,000",Republican,Strong Republican,Hillary Clinton,60640,Illinois,Moderate; middle of the road,Associate's degree,No,Hispanic/Latino/Chicano/a,Yes,Some of the time,Nothing in particular,A few times a year,Yes,Very important,Once a day,14
205306366,0.313110396440879,Definitely the rightful winner,Entirely legitimate,Someone else,2001,19,18 - 24,Female,Married,Yes,Homemaker,"$10,000 - $19,999",Independent,Lean Democrat,Did not vote for President,84501,Utah,Slightly liberal,Some college,No,White,Yes,Most of the time,Mormon,Once a week,No,Somewhat important,A few times a week,14
220752286,0.657598398637343,Definitely the rightful winner,Somewhat legitimate,Joe Biden,1998,22,18 - 24,Female,Never married,No,Full-time,Prefer not to say,Independent,Independent,Did not vote for President,2120,Connecticut,Very liberal,Some college,No,White,Yes,Most of the time,Roman Catholic,Never,No,Not at all important,Never,14
420956170,0.676296205105375,Definitely the rightful winner,Entirely legitimate,Joe Biden,1999,21,18 - 24,Male,Never married,No,Student,"$50,000 - $59,999",Democrat,Strong Democrat,Did not vote for President,30309,Georgia,Very liberal,Some college,No,White,Yes,Most of the time,Agnostic,Never,No,Not at all important,Never,14
186348010,0.824556507117601,Definitely the rightful winner,Entirely legitimate,Joe Biden,1999,21,18 - 24,Female,Never married,No,Part-time,"$80,000 - $99,999",Democrat,Not very strong Democrat,Did not vote for President,91786,California,Slightly liberal,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Roman Catholic,Seldom,No,Not too important,Seldom,14
36771280,1.21172931435836,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1985,35,35 - 44,Male,Never married,Yes,Full-time,"$70,000 - $79,999",Independent,Independent,Donald Trump,33511,Florida,Somewhat conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Protestant,A few times a year,No,Not too important,Never,14
35907004,0.751245061078447,Definitely the rightful winner,Entirely legitimate,Joe Biden,1988,32,25 - 34,Female,Never married,No,Full-time,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,33785,Florida,Somewhat liberal,Associate's degree,Yes,White,Yes,Some of the time,Protestant,A few times a year,No,Somewhat important,Seldom,14
205402642,0.750389437699369,Definitely the rightful winner,Entirely legitimate,,2000,20,18 - 24,Female,Never married,No,Temporarily laid off,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,11229,New York,Very liberal,Associate's degree,No,White,Yes,Some of the time,Protestant,Once a week,Yes,Somewhat important,Once a day,14
459196786,1.3944259053599,Definitely not the rightful winner,Not legitimate at all,,1997,23,18 - 24,Female,Never married,No,Unemployed,Prefer not to say,Republican,Not very strong Republican,Did not vote for President,71002,Louisiana,Somewhat conservative,High school diploma or the equivalent (GED),No,Multi-racial,No,Some of the time,Protestant,Never,No,Not too important,Seldom,14
303193162,0.657598398637343,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Married,Yes,Homemaker,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,45238,Ohio,Slightly liberal,Some college,No,White,Yes,Most of the time,Something else,Seldom,Yes,Somewhat important,Several times a day,14
221264086,1.03789671363013,Probably not the rightful winner,Not very legitimate,Donald Trump,1981,39,35 - 44,Male,Married,Yes,Full-time,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,55362,Minnesota,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
212818012,0.36065282524764,Probably the rightful winner,Somewhat legitimate,Someone else,1999,21,18 - 24,Female,Never married,No,Student,"$70,000 - $79,999",Independent,Independent,Did not vote for President,75638,Texas,Moderate; middle of the road,Some college,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,Seldom,14
215920315,0.877629046282365,Definitely the rightful winner,Entirely legitimate,,1995,25,25 - 34,Female,Never married,No,Part-time,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,46226,Indiana,Moderate; middle of the road,Some college,No,Black or African American,Yes,Hardly at all,Protestant,Seldom,Yes,Very important,Several times a day,14
460515292,0.826462324238206,Probably not the rightful winner,Not very legitimate,,1987,33,25 - 34,Male,Never married,No,Full-time,"Less than $10,000",Not sure,Not sure,Did not vote for President,32114,Florida,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Only now and then,Nothing in particular,Never,No,Somewhat important,Once a day,14
337920784,0.737122557536541,Definitely the rightful winner,Entirely legitimate,Joe Biden,1999,21,18 - 24,Male,Never married,No,Student,"$80,000 - $99,999",Democrat,Strong Democrat,Did not vote for President,53083,Wisconsin,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Seldom,No,Not at all important,Never,14
455251924,0.783547615265458,Definitely the rightful winner,Entirely legitimate,Joe Biden,1992,28,25 - 34,Male,Married,No,Full-time,"$100,000 - $119,999",Independent,Lean Democrat,Hillary Clinton,80601,Colorado,Slightly liberal,Some college,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
448614964,0.709940281588554,Definitely the rightful winner,Entirely legitimate,Joe Biden,1999,21,18 - 24,Female,Never married,No,Student,Prefer not to say,Independent,Lean Democrat,Did not vote for President,40508,Kentucky,Very liberal,Some college,No,White,Yes,Some of the time,Protestant,A few times a year,No,Somewhat important,Once a week,14
463651258,2.16605510430623,Definitely the rightful winner,Somewhat legitimate,,1987,33,25 - 34,Male,Never married,No,Permanently disabled,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,32205,Florida,Somewhat liberal,High school diploma or the equivalent (GED),No,American Indian or Alaska Native,Yes,Some of the time,Jewish,Once or twice a month,Yes,Very important,Several times a day,14
428350654,1.79488935202853,Probably not the rightful winner,Not legitimate at all,Donald Trump,2000,20,18 - 24,Male,Never married,No,Student,"$40,000 - $49,999",Republican,Strong Republican,Did not vote for President,95661,California,Very conservative,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,More than once a week,No,Very important,Several times a day,14
452531092,0.992335116803267,Probably the rightful winner,Somewhat legitimate,Donald Trump,1999,21,18 - 24,Female,Never married,No,Part-time,"$20,000 - $29,999",Not sure,Independent,Did not vote for President,55113,Minnesota,Moderate; middle of the road,Some college,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
462997978,0.877629046282365,Definitely the rightful winner,Entirely legitimate,,1991,29,25 - 34,Female,Married,Yes,Student,"$10,000 - $19,999",Independent,Lean Democrat,Did not vote for President,12303,New York,Moderate; middle of the road,Some college,No,Black or African American,Yes,Most of the time,Nothing in particular,A few times a year,No,Not at all important,Seldom,14
310739020,1.7398517235653,Definitely the rightful winner,Entirely legitimate,Donald Trump,1992,28,25 - 34,Male,Never married,No,Unemployed,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,60016,Illinois,Somewhat liberal,Bachelor's degree,Yes,Multi-racial,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
208954879,0.761624053209487,Definitely the rightful winner,Entirely legitimate,Joe Biden,1975,45,45 - 54,Male,Domestic / civil partnership,Yes,Full-time,"$40,000 - $49,999",Independent,Lean Democrat,Hillary Clinton,33174,Florida,Moderate; middle of the road,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Atheist,Once or twice a month,No,Not too important,Once a day,14
432246868,0.842551552123792,Definitely the rightful winner,Entirely legitimate,,1997,23,18 - 24,Female,Never married,No,Student,"$120,000 - $149,999",Independent,Lean Democrat,Did not vote for President,29810,South Carolina,Slightly liberal,High school diploma or the equivalent (GED),No,White,No,Most of the time,Protestant,A few times a year,Yes,Very important,Several times a day,14
147345175,0.784094059305629,Definitely the rightful winner,Entirely legitimate,Joe Biden,1989,31,25 - 34,Male,Married,Yes,Full-time,"$20,000 - $29,999",Independent,Lean Democrat,Hillary Clinton,63701,Missouri,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Nothing in particular,Never,No,Not at all important,Never,14
214418863,2.04124884311888,Definitely the rightful winner,Entirely legitimate,Donald Trump,2002,18,18 - 24,Male,Never married,No,Student,"$200,000 - $249,999",Republican,Not very strong Republican,Did not vote for President,14534,New York,Slightly conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,A few times a year,No,Somewhat important,A few times a month,14
205322632,1.3944259053599,Definitely the rightful winner,Not very legitimate,,1997,23,18 - 24,Female,Never married,No,Unemployed,"$10,000 - $19,999",Not sure,Lean Democrat,Did not vote for President,77099,Texas,Slightly liberal,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,Only now and then,Nothing in particular,Never,No,Not too important,Seldom,14
399879256,0.721680557407582,Probably the rightful winner,Somewhat legitimate,,2001,19,18 - 24,Female,Never married,No,Unemployed,Prefer not to say,Not sure,Independent,Did not vote for President,55104,Minnesota,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Hardly at all,Nothing in particular,Once a week,No,Not too important,Don't know,14
464106934,0.769103916497447,Definitely the rightful winner,Entirely legitimate,Joe Biden,1999,21,18 - 24,Female,Never married,No,Student,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,32119,Florida,Very liberal,Some college,No,Black or African American,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
315439798,0.616353643881501,Definitely the rightful winner,Entirely legitimate,Joe Biden,2001,19,18 - 24,Female,Divorced,No,Unemployed,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,80918,Colorado,Very liberal,Some college,No,White,Yes,Only now and then,Protestant,A few times a year,No,Somewhat important,Seldom,14
400964770,0.77172561569316,Definitely not the rightful winner,Not legitimate at all,,1999,21,18 - 24,Male,Never married,No,Temporarily laid off,"Less than $10,000",Not sure,Independent,,77058,Texas,Moderate; middle of the road,Some college,No,Multi-racial,Yes,Some of the time,Agnostic,Seldom,No,Not too important,Seldom,14
447248110,0.687535751216304,Definitely the rightful winner,Entirely legitimate,Joe Biden,1997,23,18 - 24,Female,Never married,No,Part-time,"$80,000 - $99,999",Democrat,Strong Democrat,Did not vote for President,50021,Iowa,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Atheist,Never,No,Not at all important,Seldom,14
305071678,0.381007107744288,Probably the rightful winner,Somewhat legitimate,Someone else,1985,35,35 - 44,Male,Domestic / civil partnership,No,Full-time,"$100,000 - $119,999",Independent,Independent,Donald Trump,98001,Washington,Moderate; middle of the road,Master's degree,No,White,Yes,Most of the time,Agnostic,Never,No,Not too important,Seldom,14
182636680,1.34460571841548,Definitely the rightful winner,Entirely legitimate,Joe Biden,1997,23,18 - 24,Male,Never married,No,Student,"$60,000 - $69,999",Democrat,Not very strong Democrat,Hillary Clinton,32303,Florida,Very liberal,Bachelor's degree,No,Black or African American,Yes,Most of the time,Agnostic,Seldom,No,Not at all important,Never,14
6376765,0.806552646193782,Probably not the rightful winner,Somewhat legitimate,Joe Biden,1983,37,35 - 44,Female,Married,No,Full-time,"$70,000 - $79,999",Independent,Independent,Donald Trump,64108,Missouri,Moderate; middle of the road,Master's degree,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Protestant,Once a week,No,Somewhat important,Once a day,14
66618505,1.08677796498217,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1962,58,55 - 64,Male,Divorced,No,Full-time,"$60,000 - $69,999",Other,Independent,Donald Trump,48183,Michigan,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Mormon,Once a week,No,Very important,Several times a day,14
174203500,1.65358676461382,Probably not the rightful winner,Not very legitimate,Donald Trump,1982,38,35 - 44,Male,Divorced,Yes,Unemployed,"$30,000 - $39,999",Not sure,Independent,Donald Trump,32065,Florida,Moderate; middle of the road,Did not graduate from high school,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,Several times a day,14
142725493,0.646458331280122,Definitely the rightful winner,Entirely legitimate,Joe Biden,1998,22,18 - 24,Male,Married,No,Student,"$500,000 or more",Democrat,Strong Democrat,Did not vote for President,94920,California,Very liberal,Some college,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,14
213509641,1.04529424047384,Probably not the rightful winner,Not very legitimate,Joe Biden,2000,20,18 - 24,Female,Never married,No,Student,Prefer not to say,Independent,Independent,Did not vote for President,33023,Florida,Slightly liberal,High school diploma or the equivalent (GED),No,Black or African American,Yes,Don't know,Nothing in particular,Don't know,No,Somewhat important,Don't know,14
394256080,0.751245061078447,Definitely the rightful winner,Entirely legitimate,Joe Biden,1979,41,35 - 44,Female,Married,Yes,Permanently disabled,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,2852,Rhode Island,Somewhat liberal,Some college,No,White,Yes,Most of the time,Nothing in particular,Seldom,No,Not at all important,Never,14
174069610,0.435190241702921,Definitely the rightful winner,Entirely legitimate,Someone else,1995,25,25 - 34,Male,Never married,No,Unemployed,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,90057,California,Somewhat liberal,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,14
210655624,1.20583358507688,Definitely the rightful winner,Entirely legitimate,Joe Biden,1981,39,35 - 44,Female,Never married,Yes,Part-time,"Less than $10,000",Independent,Independent,Did not vote for President,48238,Michigan,Slightly liberal,Did not graduate from high school,No,Black or African American,Yes,Most of the time,Nothing in particular,Never,No,Not too important,Several times a day,14
398284702,0.925364634218929,Definitely the rightful winner,Entirely legitimate,Joe Biden,1970,50,45 - 54,Female,Widowed,No,Full-time,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,29223,South Carolina,Slightly liberal,Master's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
188776813,1.06518642648438,Definitely the rightful winner,Entirely legitimate,Joe Biden,1948,72,65 - 74,Female,Married,Yes,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,24112,Virginia,Slightly conservative,Associate's degree,No,Black or African American,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,14
347000752,0.604237378994313,Definitely not the rightful winner,Not legitimate at all,Someone else,1992,28,25 - 34,Male,Never married,No,Other,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,78207,Texas,Moderate; middle of the road,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Seldom,No,Very important,Once a day,14
207204358,0.721527740776547,Definitely the rightful winner,Entirely legitimate,Joe Biden,1989,31,25 - 34,Female,Never married,Yes,Full-time,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,35401,Alabama,Somewhat liberal,Bachelor's degree,No,Black or African American,Yes,Some of the time,Nothing in particular,Seldom,No,Not too important,Once a day,14
341764738,1.5745068618912,Definitely the rightful winner,Entirely legitimate,Joe Biden,1986,34,25 - 34,Female,Domestic / civil partnership,Yes,Homemaker,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,21030,Maryland,Somewhat liberal,High school diploma or the equivalent (GED),Yes,White,Yes,Only now and then,Buddhist,Seldom,No,Not too important,A few times a week,14
125160886,0.857537759337023,Definitely the rightful winner,Entirely legitimate,Joe Biden,1992,28,25 - 34,Female,Never married,No,Full-time,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,19106,Pennsylvania,Very liberal,Bachelor's degree,No,Multi-racial,Yes,Most of the time,Agnostic,Never,No,Not at all important,Never,14
349432036,1.32574589266804,Definitely the rightful winner,Entirely legitimate,Joe Biden,1995,25,25 - 34,Female,Domestic / civil partnership,Yes,Full-time,"Less than $10,000",Not sure,Lean Democrat,Did not vote for President,33624,Florida,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,Only now and then,Nothing in particular,Don't know,No,Somewhat important,A few times a week,14
212835310,1.30274657148311,Definitely the rightful winner,Entirely legitimate,,1997,23,18 - 24,Female,Never married,No,Full-time,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,98155,Washington,Moderate; middle of the road,Some college,Yes,Hispanic/Latino/Chicano/a,No,Only now and then,Protestant,A few times a year,Yes,Somewhat important,Once a day,14
215127931,0.859766568524736,Definitely not the rightful winner,Not legitimate at all,,1994,26,25 - 34,Female,Never married,Yes,Homemaker,"$10,000 - $19,999",Not sure,Not sure,Did not vote for President,43227,Ohio,Somewhat conservative,Professional or doctorate degree,No,Hispanic/Latino/Chicano/a,No,Don't know,Nothing in particular,Never,No,Not at all important,Never,14
411342028,0.939734980303884,Definitely the rightful winner,Entirely legitimate,Joe Biden,1988,32,25 - 34,Female,Married,Yes,Homemaker,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,75044,Texas,Moderate; middle of the road,Some college,No,Hispanic/Latino/Chicano/a,Yes,Don't know,Something else,A few times a year,No,Somewhat important,Seldom,14
391552780,1.51281651079576,Probably the rightful winner,Not legitimate at all,,2000,20,18 - 24,Female,Never married,No,Student,Prefer not to say,Republican,Not very strong Republican,Did not vote for President,30252,Georgia,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Only now and then,Agnostic,Never,No,Not too important,A few times a month,14
215694223,0.659322043502373,Definitely the rightful winner,Entirely legitimate,Joe Biden,1992,28,25 - 34,Female,Never married,Yes,Part-time,"Less than $10,000",Not sure,Not sure,Did not vote for President,99705,Alaska,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Don't know,Hardly at all,Nothing in particular,Once a week,No,Very important,Several times a day,14
405612928,0.672208333377214,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1974,46,45 - 54,Male,Never married,No,Retired,Prefer not to say,Independent,Lean Republican,Donald Trump,88012,New Mexico,Moderate; middle of the road,Associate's degree,Yes,White,Yes,Most of the time,Roman Catholic,Never,No,Not at all important,Never,14
